MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
7.18,4,7.82,3.0,4490,6.93,16.03,72.06,23.08
3.66,34,2.49,1.12,3524,8.0,14.82,80.8,74.47
10.79,14,3.38,4.61,470,9.07,25.86,87.68,99.63
6.76,4,4.56,1.83,3375,8.41,15.76,83.12,70.02
5.49,17,6.54,2.66,2650,9.42,10.0,80.63,64.18
12.53,41,7.93,4.19,4367,2.78,10.28,72.6,87.08
9.82,32,2.66,3.62,3614,3.64,24.42,82.97,35.95
4.74,39,7.49,1.76,2091,4.38,20.28,68.05,81.7
11.05,42,6.02,4.8,1842,6.17,17.42,71.89,97.72
6.13,33,4.62,4.07,3874,9.7,11.81,74.73,77.79
13.76,29,7.35,3.6,978,5.25,11.18,88.73,99.69
11.18,46,4.21,1.38,3478,2.65,8.94,84.86,14.92
11.28,2,7.75,4.35,3633,2.19,22.25,77.16,61.71
7.49,32,4.54,3.16,174,5.01,13.86,69.85,15.57
13.34,28,2.19,1.06,4934,5.79,26.44,88.85,48.04
4.0,41,8.62,4.14,1720,7.32,22.99,87.43,92.78
9.59,19,2.97,3.35,3584,1.14,21.07,75.75,52.84
14.45,15,3.92,4.13,3873,4.41,16.88,87.78,39.46
11.32,26,9.21,4.12,956,9.76,22.1,71.68,45.8
10.67,22,1.82,5.0,3774,5.41,17.67,79.58,19.16
8.26,29,2.04,4.15,711,3.17,32.55,80.13,66.61
4.39,38,3.2,3.43,2138,8.29,23.28,87.12,49.2
3.53,21,8.98,3.93,1977,7.19,9.36,76.53,61.97
8.09,4,7.6,3.02,4577,3.04,31.51,76.72,51.95
11.64,11,8.21,4.16,1118,7.07,24.24,82.3,55.51
13.26,31,2.57,1.78,4995,4.31,14.92,92.6,75.93
11.38,8,5.09,3.04,905,4.13,22.91,90.33,42.14
9.58,9,8.79,1.68,2448,8.77,28.5,77.22,95.98
4.04,23,8.96,3.63,2477,2.74,31.4,71.22,94.98
6.8,3,9.41,4.47,1098,4.07,22.33,94.62,41.47
12.92,16,2.99,2.75,3787,1.59,29.23,78.42,26.47
14.04,29,8.13,1.31,2725,9.98,19.07,80.56,63.75
7.57,7,9.38,4.32,4691,9.54,8.88,71.88,94.47
7.21,26,2.79,3.43,4197,3.76,32.28,96.72,41.29
2.92,4,1.75,3.6,2539,8.4,15.77,92.87,30.88
14.39,31,8.38,1.13,1540,3.81,34.98,85.29,92.03
12.59,21,3.62,2.81,331,2.77,26.13,83.52,64.03
4.22,49,8.85,2.67,3414,2.24,26.59,96.03,75.23
14.49,44,6.99,1.15,2957,4.42,24.6,95.7,17.11
5.95,40,2.66,1.57,1021,9.68,15.59,74.91,18.47
12.01,42,5.66,1.3,1051,6.3,9.57,83.56,47.87
6.88,27,4.03,3.78,3829,1.19,35.24,71.14,20.13
6.39,32,6.78,2.37,1622,4.89,24.41,93.66,18.92
14.18,5,4.92,2.08,2761,6.01,25.41,95.6,41.06
8.31,28,8.07,2.54,4787,6.21,35.67,84.6,39.4
13.39,5,7.76,1.68,3284,9.05,36.18,74.2,41.68
13.67,25,2.53,4.59,1614,2.47,28.02,72.21,82.97
4.53,24,8.14,3.1,855,4.11,33.82,70.36,88.33
8.57,28,7.37,4.09,4910,1.96,21.01,74.65,43.05
5.04,29,9.49,2.16,4402,6.8,12.06,96.39,36.05
9.66,20,4.57,2.89,3108,2.42,16.08,74.48,75.5
13.13,35,7.25,1.46,489,4.44,18.43,70.49,97.56
11.6,14,6.01,4.15,4388,9.79,24.06,86.43,85.32
7.16,15,3.83,3.07,2191,9.99,27.09,87.1,75.66
2.19,10,5.82,3.1,3205,6.99,21.23,89.6,24.2
5.67,6,3.54,2.61,4275,2.36,19.73,91.69,51.46
8.06,30,6.25,2.96,4403,8.84,15.09,85.89,64.15
12.65,30,3.48,3.55,2926,5.62,10.72,77.69,25.98
13.3,27,8.31,4.6,3754,9.87,20.76,72.44,89.22
8.23,29,2.69,4.71,3809,2.28,21.62,81.96,68.46
14.1,34,6.25,2.6,3703,5.32,24.91,96.63,18.38
6.58,16,4.09,1.16,2763,3.36,8.55,79.52,49.65
8.85,18,2.75,3.63,3716,2.89,18.5,75.38,26.46
8.09,4,2.84,1.01,4535,3.96,27.88,68.4,76.77
7.84,41,1.27,1.01,3985,8.81,31.07,69.17,42.28
10.87,6,9.57,1.26,2344,1.93,30.84,69.14,30.42
11.56,39,5.37,3.09,3222,1.9,30.64,95.65,47.46
12.76,5,9.58,3.8,2504,6.51,10.5,90.2,53.4
14.67,34,8.62,4.29,3319,9.99,24.79,86.05,39.58
6.19,5,2.52,1.93,2420,6.53,18.21,83.53,80.36
10.69,26,8.42,4.6,4829,8.01,26.07,72.74,14.49
12.3,17,2.49,1.04,1978,1.81,32.05,76.09,24.44
6.48,43,1.73,3.05,1707,8.49,12.58,93.7,98.52
8.21,30,9.01,2.43,2645,2.91,15.37,80.67,29.49
14.86,18,6.76,3.71,3084,6.8,32.07,90.07,70.05
14.84,4,6.4,3.12,302,9.31,23.48,93.31,50.46
2.63,17,2.66,4.58,2716,2.9,12.44,87.63,67.43
4.48,8,9.38,1.71,1037,7.79,18.99,93.07,98.82
8.64,18,2.89,4.44,3955,5.32,23.05,68.48,39.2
14.82,7,4.61,4.73,2608,2.6,15.18,72.73,35.74
4.3,37,8.2,2.35,4316,1.1,28.54,78.62,38.53
3.58,23,1.22,1.64,4848,7.98,27.93,93.46,78.92
6.18,20,2.81,4.83,1398,5.48,11.04,70.79,67.08
14.62,15,9.4,2.36,4482,2.0,20.04,86.01,57.16
11.91,23,8.39,1.57,4291,2.61,35.23,76.44,47.92
14.0,43,4.64,1.72,1564,6.29,16.01,76.51,18.68
13.3,39,7.0,2.25,3295,8.07,12.79,71.61,96.59
14.26,11,1.67,3.87,2107,6.44,14.04,92.1,86.39
2.27,17,1.13,3.51,3921,2.04,33.92,84.57,80.44
4.83,27,7.35,4.03,1155,1.2,33.29,76.74,16.29
4.75,45,7.07,4.01,1651,6.75,30.85,91.39,24.13
6.76,49,9.44,1.64,3219,8.31,19.69,94.33,83.23
4.22,10,9.94,4.11,1606,1.08,19.93,84.92,89.31
5.1,47,1.89,3.74,3917,5.99,30.29,77.89,81.82
3.32,26,7.15,4.94,198,6.77,30.66,83.57,80.28
12.14,20,8.73,2.68,1656,3.64,28.72,85.64,59.9
6.22,21,6.68,1.93,2142,3.54,21.53,96.43,86.59
3.14,29,8.6,4.74,1915,2.93,23.73,69.21,33.87
9.3,42,4.54,2.12,4763,5.92,28.08,96.57,57.3
12.88,35,3.44,1.3,3976,2.66,16.65,86.52,90.91
6.77,7,3.88,1.26,2042,7.42,8.84,88.11,23.4
5.19,47,3.62,2.22,1097,7.75,27.37,82.79,87.8
6.92,29,1.53,4.19,1441,2.86,12.26,92.7,32.52
14.05,9,9.01,4.3,2921,5.33,8.71,88.31,26.72
4.56,47,3.68,1.75,136,7.93,28.84,68.0,80.54
12.28,1,2.99,1.84,4194,4.67,29.38,94.19,77.5
3.25,37,1.25,3.25,2651,6.33,16.74,70.89,11.35
14.61,14,2.4,2.49,2392,3.99,36.51,75.17,33.08
6.96,21,7.22,3.95,4748,5.45,11.87,94.33,16.23
10.31,5,7.77,4.22,1337,1.0,35.64,87.31,39.18
4.28,32,6.71,4.66,1006,8.16,36.79,76.24,82.19
9.11,35,5.91,2.4,2268,3.0,9.18,91.55,33.76
5.27,48,9.65,5.0,3490,5.44,20.22,70.52,11.13
12.56,36,2.09,1.52,2109,4.31,11.32,79.88,15.36
6.56,49,8.81,3.96,714,9.19,21.95,93.28,38.1
9.96,32,7.06,2.66,786,8.7,13.1,78.33,65.23
9.33,31,3.96,4.45,4007,5.62,12.06,70.86,73.63
12.18,39,9.23,4.42,1257,6.5,35.72,84.9,63.42
9.76,18,9.12,2.78,1473,3.36,33.03,90.87,93.06
9.6,32,7.59,4.66,4292,1.74,14.47,73.89,21.12
4.22,27,4.68,2.48,1566,5.66,15.51,89.16,96.77
10.74,40,8.9,4.81,1416,5.7,20.49,96.36,34.86
11.72,48,4.02,1.28,3157,1.3,36.15,78.43,10.8
12.45,10,2.54,1.84,3035,1.61,28.3,94.72,86.08
9.13,19,9.03,1.71,1664,4.76,28.93,76.25,50.14
10.23,12,8.21,4.13,1163,9.2,22.02,81.3,50.18
2.75,30,3.16,4.87,3887,5.06,11.19,79.24,47.76
12.35,20,5.22,1.67,993,1.08,31.05,68.8,82.1
11.51,19,3.72,1.97,3233,6.59,32.73,69.1,36.09
11.39,9,8.62,2.91,2410,8.82,24.03,84.51,26.51
8.73,41,4.43,1.37,3967,7.44,20.82,70.63,97.29
12.24,43,3.52,2.18,939,2.53,20.45,72.89,93.52
7.85,13,1.39,3.1,3492,8.74,29.58,68.93,56.2
5.87,38,5.96,2.84,518,6.26,11.8,71.57,55.88
3.81,14,5.95,3.44,1715,6.81,20.02,90.96,13.32
11.84,7,3.35,4.05,3556,9.34,23.02,85.13,50.99
4.38,40,7.5,2.27,4085,7.48,13.93,90.43,99.41
11.26,16,1.4,3.24,1198,5.85,32.36,79.58,64.6
7.44,10,5.08,2.46,3432,1.31,19.05,75.11,64.09
4.43,28,4.28,1.46,556,5.3,16.83,91.9,96.05
10.07,14,5.66,2.05,4165,3.59,25.83,95.72,72.9
8.39,1,4.52,1.16,967,2.53,26.9,94.33,80.07
8.04,36,4.09,1.61,1295,8.93,24.58,68.56,92.87
4.92,22,8.36,3.37,3485,4.09,30.84,86.16,10.49
4.06,31,5.16,1.94,441,1.01,13.76,81.21,80.06
9.78,2,9.22,3.37,3390,9.37,21.0,84.55,91.81
6.29,6,5.3,1.5,3789,9.13,36.82,83.4,11.7
10.81,39,1.54,4.39,4168,1.56,19.7,96.38,88.58
10.8,28,5.44,4.8,2153,3.86,9.08,84.51,34.67
7.78,28,6.3,1.25,3564,5.03,25.26,78.35,63.35
10.47,27,3.57,3.74,557,8.39,31.75,96.69,81.41
6.5,24,1.71,1.86,1860,5.8,32.7,80.21,37.66
12.96,44,1.62,4.68,706,9.53,26.25,87.08,71.85
12.5,28,4.83,2.69,1566,4.57,15.05,82.26,63.44
9.54,43,4.16,2.65,2393,3.91,19.22,70.62,70.95
12.47,40,7.82,1.21,3200,4.05,23.99,95.63,40.15
8.12,15,8.27,1.24,258,1.3,34.27,83.77,40.39
14.03,20,5.86,3.87,944,8.03,32.43,69.58,74.61
12.28,7,3.62,4.11,2707,3.84,29.45,86.97,23.62
12.43,19,9.45,4.92,2232,9.56,11.79,77.76,39.07
8.76,16,9.02,3.96,2267,7.15,21.59,86.53,68.61
2.21,5,7.01,3.47,4488,6.91,19.9,90.24,50.79
4.07,11,8.35,4.34,3131,7.64,22.63,79.22,67.8
13.69,23,4.21,1.04,1846,7.76,11.46,71.29,15.42
14.82,44,9.96,4.04,395,6.1,26.24,68.09,74.25
3.64,21,4.92,1.96,2639,8.09,24.82,75.29,73.33
7.51,15,8.46,1.06,1540,2.72,34.91,94.36,22.24
6.28,9,9.14,3.17,3977,7.02,35.0,68.75,77.15
2.86,15,5.09,2.46,1290,8.9,34.01,88.69,44.73
7.96,13,2.79,4.03,548,4.27,19.06,89.83,41.2
2.57,32,5.98,4.61,4389,8.01,17.26,88.54,39.08
13.26,40,5.21,1.88,1055,8.75,19.62,80.9,30.88
11.27,3,5.94,3.77,1670,4.19,25.33,96.83,41.64
5.3,42,1.67,3.57,476,5.86,17.38,71.69,71.92
11.42,14,1.26,4.23,4556,5.41,18.02,77.87,72.12
6.12,43,7.46,4.72,4145,9.96,19.96,75.97,40.74
11.1,15,4.73,4.48,1112,8.73,20.23,95.54,11.45
4.19,20,8.51,2.73,4728,6.32,10.15,96.85,28.0
14.45,31,3.66,2.29,2161,7.43,28.15,72.32,38.81
6.71,34,5.01,3.67,1063,2.01,33.98,83.82,16.09
9.09,17,5.03,2.88,2608,1.28,13.35,81.39,27.0
10.56,34,4.82,1.62,383,7.41,26.73,86.27,56.19
14.26,25,6.01,3.95,4778,5.75,9.79,81.99,36.29
3.82,16,6.66,3.46,3324,6.13,30.99,71.15,90.23
7.12,25,7.54,1.63,2518,8.76,13.64,77.05,65.72
5.76,5,3.66,4.47,1262,5.09,17.12,80.6,38.27
12.96,1,9.78,2.29,1903,5.43,23.92,95.1,71.91
3.72,17,6.52,2.21,669,6.64,12.1,77.01,56.78
12.76,48,5.18,1.41,3529,1.94,22.17,90.23,90.93
13.57,35,5.16,1.45,3951,9.16,22.86,90.2,37.26
4.85,1,5.45,1.69,2878,7.68,21.29,85.25,46.72
5.52,25,8.89,1.54,2014,3.29,20.69,90.88,85.56
4.27,40,4.15,3.57,562,7.43,23.25,72.51,53.34
13.1,27,9.69,3.77,3586,3.27,22.93,91.04,54.52
10.73,44,1.98,1.68,3185,8.75,21.65,72.08,95.76
10.97,17,9.31,2.77,988,2.56,15.85,75.27,45.19
9.02,21,9.23,4.67,4538,2.96,20.1,75.25,95.34
7.23,37,8.69,3.54,1052,1.43,26.4,91.55,92.61
8.06,48,3.26,2.62,2443,1.42,23.49,85.06,26.21
12.07,36,2.21,4.27,4654,4.42,35.08,75.57,80.76
12.64,12,5.2,3.04,1444,6.91,28.63,93.96,27.4
13.19,36,7.48,4.4,4539,4.22,21.14,71.27,59.18
7.28,44,5.54,2.27,2891,7.14,29.34,88.4,42.72
10.4,23,4.07,2.48,1171,5.32,10.18,73.42,37.81
9.66,29,6.96,3.31,4349,9.04,28.56,73.32,20.53
6.79,20,2.03,3.01,1292,7.45,22.84,92.23,92.11
6.37,25,4.55,1.78,3504,1.96,14.84,80.88,27.04
2.44,14,6.45,1.28,4874,8.55,31.05,91.83,89.46
11.02,13,5.72,3.64,751,4.1,22.22,83.71,45.26
10.69,35,2.13,2.23,3821,7.08,19.2,69.16,47.95
10.53,31,2.06,2.77,371,5.85,17.5,91.67,82.39
5.89,21,4.91,1.35,2728,1.77,9.41,86.58,15.07
7.55,42,1.33,4.56,3392,3.08,20.23,68.19,18.77
9.66,7,5.14,2.85,2541,2.65,21.41,72.34,93.86
3.08,20,5.6,3.09,4940,3.62,28.27,73.3,17.49
8.82,27,9.29,2.33,2611,7.74,12.65,83.84,86.26
12.5,40,8.55,4.23,1156,9.69,14.92,80.59,41.74
13.9,39,8.31,4.72,3679,7.13,32.14,88.34,47.6
10.3,19,6.07,4.15,3079,9.57,22.4,80.33,78.5
3.8,6,8.31,3.22,692,1.45,15.75,81.98,54.13
4.73,23,1.44,2.69,3788,6.72,19.17,80.22,38.0
9.65,15,7.38,3.67,642,1.93,17.98,74.79,77.85
12.23,43,4.99,1.46,4842,4.13,14.6,69.7,94.07
10.25,22,9.06,2.48,1648,2.1,34.06,79.88,24.34
13.26,46,5.44,3.04,2465,6.22,15.86,85.8,43.21
3.64,43,2.47,1.96,4525,9.48,28.79,90.33,47.18
5.69,20,6.2,4.43,2231,4.38,23.68,87.5,41.11
5.68,44,8.11,3.09,1436,1.76,26.23,70.37,58.86
3.35,17,5.44,2.37,1789,5.26,16.05,90.53,80.07
10.1,26,6.18,4.96,4293,7.24,21.07,88.56,88.3
14.77,45,5.67,2.32,2303,4.7,28.45,69.54,19.69
12.41,34,1.37,1.42,2450,4.67,35.01,92.9,25.77
2.66,15,4.52,4.77,4608,2.48,18.11,86.88,71.66
9.52,17,3.89,3.26,1004,9.89,16.4,69.4,84.02
5.11,21,2.98,3.66,1278,5.91,34.5,70.48,39.65
4.54,39,1.51,2.27,3083,6.44,13.39,71.6,10.08
7.06,49,7.08,1.08,4639,4.69,36.8,96.69,76.49
12.96,31,7.81,4.97,2721,7.15,15.18,80.03,86.82
8.91,7,4.44,2.73,2944,3.73,14.59,79.7,76.6
2.33,1,5.49,2.58,3845,5.25,21.21,71.33,78.59
11.04,4,4.46,4.81,4399,2.63,36.71,75.23,91.96
2.52,5,8.02,2.83,2030,8.18,8.02,91.15,50.84
9.96,37,3.23,2.98,1943,9.7,16.8,81.71,15.04
13.46,5,4.08,4.44,4040,8.98,36.57,82.08,21.39
6.04,3,5.97,3.9,4118,2.85,20.84,93.74,22.11
7.11,32,3.39,3.19,3202,7.61,34.33,82.45,36.54
5.19,35,2.59,1.32,4824,8.73,18.37,91.11,69.74
8.05,5,8.3,4.07,1359,5.01,8.02,96.32,18.04
12.96,14,1.53,3.73,4717,6.92,23.41,69.52,25.47
7.6,36,7.42,1.29,4994,6.43,34.94,81.15,13.81
3.67,34,3.97,3.51,4590,3.68,8.21,87.56,40.18
13.06,13,5.43,3.08,2512,7.79,19.21,74.36,52.66
12.0,29,6.17,4.96,1581,1.95,9.77,79.84,23.08
13.05,20,1.99,3.47,932,1.92,26.02,87.75,16.73
9.33,11,5.19,3.87,4165,1.67,35.8,74.97,35.02
13.76,40,6.05,1.06,2469,2.49,22.26,74.73,82.08
2.54,13,3.99,3.59,773,9.55,23.85,72.86,16.25
6.19,36,5.5,4.6,1979,1.17,24.61,93.29,43.18
4.83,32,5.46,4.36,1525,5.31,32.62,96.78,61.19
2.01,36,3.51,4.38,4929,3.49,13.49,88.76,89.74
6.44,29,3.39,4.06,2515,8.91,25.24,93.19,65.89
12.0,41,5.12,3.7,4038,1.31,27.71,68.77,79.6
12.6,29,9.35,1.42,3453,7.0,20.66,71.57,76.1
6.86,45,9.8,3.29,2677,2.09,9.46,78.26,25.68
14.46,24,5.84,3.32,553,6.39,25.22,80.27,99.63
4.09,49,1.78,3.59,1637,9.23,17.9,86.73,76.33
13.18,14,6.97,2.22,4079,3.77,21.66,83.97,62.84
10.44,43,9.25,4.48,4275,1.62,12.71,94.03,29.52
7.18,25,9.28,2.6,3138,4.78,20.7,83.04,66.66
11.72,27,5.44,1.23,1757,5.02,16.41,87.05,26.64
9.78,32,7.18,1.72,1013,5.95,17.18,92.96,75.98
11.65,3,8.67,1.32,1313,9.67,31.31,78.54,88.1
13.75,8,1.32,4.39,1090,8.25,33.18,79.76,33.25
10.18,36,2.14,4.66,676,8.67,9.97,75.22,30.11
3.94,34,3.66,2.87,2215,2.02,11.96,82.56,15.39
9.41,13,1.34,4.26,994,5.97,24.47,72.73,91.76
6.71,34,4.41,4.74,3518,5.61,15.72,91.1,41.97
10.22,36,8.02,4.29,1560,7.08,20.88,72.99,27.8
10.96,40,2.6,1.56,2043,5.07,34.78,72.85,72.94
4.0,28,5.58,2.13,3705,3.17,11.22,92.36,61.29
14.5,49,2.89,1.81,3153,2.36,12.93,96.86,96.24
11.47,32,4.44,4.04,3243,8.83,34.41,75.74,43.29
9.55,16,9.23,2.14,4768,2.3,23.55,94.65,78.83
11.06,17,7.08,4.98,4533,9.35,22.79,85.63,39.97
8.08,9,4.59,4.17,348,9.43,27.33,96.08,82.3
8.82,1,7.67,1.46,1238,4.15,11.83,96.72,30.63
13.02,35,2.8,3.43,4499,4.06,19.64,78.8,32.39
13.71,45,4.51,2.53,439,8.21,28.52,93.79,12.29
6.47,24,4.41,4.74,1647,1.51,12.26,83.63,69.14
5.14,19,4.1,3.21,428,6.01,16.75,74.95,81.32
4.52,8,4.9,4.8,3528,1.34,18.05,78.36,17.55
12.31,31,7.57,4.75,4004,8.22,22.09,88.92,60.2
5.48,37,2.37,2.14,2053,1.14,36.78,91.83,36.21
6.49,25,2.14,3.12,3503,2.76,18.42,81.41,66.04
13.51,13,5.54,1.28,4058,1.63,26.4,78.48,17.15
7.52,1,2.31,4.99,3243,6.69,28.22,79.79,51.71
8.62,17,4.94,2.38,4580,4.13,22.82,93.3,77.04
4.98,16,5.57,2.44,1602,3.19,15.94,88.04,42.82
7.42,49,6.21,1.53,3573,2.25,29.77,82.93,94.24
8.33,2,5.61,4.67,2094,4.32,29.77,94.45,60.27
5.57,49,5.01,4.17,2669,9.78,13.69,78.97,48.27
11.75,24,2.6,2.31,1761,5.29,11.21,75.5,93.08
5.68,48,6.5,1.23,3279,2.94,17.67,68.48,96.54
14.44,41,3.09,3.88,820,2.55,12.58,83.86,58.84
5.28,45,9.12,1.14,1914,3.1,29.81,75.09,56.24
7.99,23,4.59,3.56,3544,8.64,24.92,72.8,13.79
8.7,27,1.7,4.5,862,9.41,10.17,79.6,99.09
7.06,35,7.58,4.83,171,1.03,9.47,86.57,48.33
4.63,9,9.41,1.37,1695,4.64,25.7,69.29,28.46
2.99,14,9.9,1.08,4348,5.88,15.98,90.87,15.6
8.89,8,6.03,4.74,1784,2.51,31.4,70.64,73.68
12.38,40,8.84,1.97,1529,2.98,18.77,85.1,89.35
8.25,39,4.56,4.63,3643,9.53,18.18,86.57,95.08
4.86,36,9.61,2.6,2497,3.05,19.42,81.25,39.95
12.09,2,5.1,3.17,3926,5.24,25.89,72.74,31.5
10.62,20,1.3,2.91,3668,9.99,31.36,93.21,92.11
14.91,45,3.07,2.46,2027,4.63,19.94,89.39,81.11
5.49,30,7.0,4.44,2309,8.06,22.27,74.36,23.62
9.3,1,7.91,1.16,3752,4.03,10.09,96.2,46.83
8.71,47,5.03,4.37,4219,9.89,28.88,84.7,52.13
14.28,2,9.5,2.35,3696,6.91,8.7,78.55,96.11
13.6,31,6.05,1.24,3242,3.88,19.25,90.73,69.68
12.12,40,6.93,3.01,2490,3.61,8.63,93.85,19.2
11.24,31,3.04,2.76,3976,3.71,36.85,80.46,50.14
12.72,5,6.34,4.77,1567,6.3,26.36,77.3,26.89
10.36,15,5.2,3.27,2612,1.64,31.98,70.13,60.56
13.07,31,5.03,3.73,320,2.41,36.79,89.97,72.0
9.13,42,5.4,4.82,3642,8.38,28.41,81.59,85.12
6.01,6,3.05,3.3,4547,8.51,36.81,70.3,65.61
7.89,47,5.32,1.74,4206,1.64,26.75,68.66,17.46
11.78,37,2.45,1.89,1074,9.71,14.79,94.6,69.46
2.54,23,6.16,4.73,4117,3.5,26.15,76.34,97.23
7.37,37,3.59,4.55,496,8.47,32.65,85.57,25.13
6.73,6,8.43,4.48,3514,9.34,23.04,93.27,92.87
5.49,37,8.34,4.69,2332,8.87,13.72,69.53,61.86
13.85,15,2.39,3.11,1923,6.79,28.13,91.59,62.11
4.91,43,6.52,1.8,3752,6.37,24.44,94.45,58.72
5.39,47,5.62,3.27,1924,7.89,35.28,91.68,34.95
7.25,30,3.79,2.81,4980,8.29,24.85,75.63,59.53
6.05,26,9.39,1.45,4991,5.1,14.93,70.36,50.74
12.79,30,2.29,3.93,157,5.53,14.25,86.73,46.82
4.81,42,4.1,1.23,1236,6.68,13.63,85.09,97.53
10.75,12,2.2,3.28,165,1.08,25.94,89.15,41.45
2.83,14,2.88,3.29,4034,9.0,24.17,90.86,59.42
13.46,2,7.67,2.32,1665,1.5,22.19,82.16,94.26
14.22,32,3.18,4.15,1341,9.35,27.59,96.93,26.4
6.83,14,7.14,2.81,4411,9.19,22.79,71.18,70.02
6.18,1,9.64,4.0,1378,1.96,23.38,93.89,81.06
7.68,25,7.96,1.06,1939,2.56,19.74,71.65,34.3
7.41,49,6.35,5.0,551,1.3,22.66,68.99,63.05
5.24,43,3.77,1.7,654,7.24,16.42,71.83,93.1
13.76,24,7.86,3.99,1108,5.78,8.89,86.12,96.86
6.41,40,8.1,2.18,4307,7.33,26.78,87.24,81.6
9.2,37,3.02,2.0,2011,9.32,9.44,75.07,11.72
13.73,32,4.05,2.74,4083,8.08,32.93,96.72,38.96
7.66,14,4.49,1.2,2991,2.23,12.74,93.3,30.13
5.17,39,8.89,4.0,4980,4.2,21.05,79.95,99.72
11.06,22,7.15,2.61,2034,6.91,25.92,81.24,75.52
13.43,5,8.58,2.05,1503,9.15,16.1,80.48,18.78
6.01,14,8.13,4.91,275,6.88,16.15,94.72,16.48
7.06,23,1.81,4.27,4738,1.49,33.77,78.06,41.87
6.98,46,9.94,1.17,1112,9.36,32.22,83.69,78.78
14.69,33,7.05,1.87,1789,8.18,30.3,76.01,27.19
14.21,4,9.36,1.29,2544,3.99,28.99,87.37,82.71
7.24,22,6.79,4.27,3514,9.6,10.95,71.68,36.66
14.38,6,5.72,2.6,1597,9.7,27.49,91.29,17.99
12.59,35,3.35,3.34,4972,1.01,34.8,83.02,48.01
5.13,23,9.38,2.94,1972,3.15,25.28,78.6,53.38
6.49,32,3.93,1.99,4086,3.33,35.48,94.78,47.43
5.5,41,6.16,1.48,542,1.27,25.57,70.18,40.51
12.23,15,4.99,2.51,2270,1.04,23.39,96.08,71.63
9.44,46,8.39,1.0,1174,5.53,31.82,84.56,99.61
6.57,8,2.64,2.84,628,9.67,19.62,69.13,61.04
2.25,8,7.09,2.93,365,3.21,30.1,79.78,81.47
13.73,9,3.14,2.89,2892,6.02,34.5,85.51,36.71
2.94,20,8.59,4.85,2495,3.66,33.82,71.34,83.17
8.46,28,4.34,4.92,3841,9.57,30.0,92.74,36.59
14.66,15,5.12,3.95,3694,8.93,19.84,72.91,97.95
9.71,36,6.12,1.55,258,8.38,16.1,91.32,25.3
6.45,10,6.22,3.27,4153,6.04,33.83,91.58,43.58
3.5,3,8.96,3.07,2651,4.09,18.88,71.25,84.81
8.14,1,8.26,3.7,2396,3.7,31.29,96.08,50.32
2.15,16,4.98,2.78,4311,1.52,19.11,84.74,26.75
6.12,26,9.17,4.64,2020,7.41,19.65,71.52,76.57
12.31,26,7.29,2.34,551,4.64,34.74,85.66,61.69
11.3,15,5.93,4.14,2563,6.02,8.76,71.89,19.3
14.07,6,9.24,4.33,2647,4.71,9.4,69.79,70.98
2.46,42,4.94,2.73,4909,8.51,14.82,71.85,46.02
8.04,44,1.84,1.41,3366,7.31,18.98,95.53,95.84
9.9,41,6.48,3.69,1008,4.83,12.69,95.32,21.65
12.08,13,9.27,2.52,4171,2.96,26.17,86.98,54.62
11.03,40,9.98,3.55,2244,7.17,17.88,68.96,64.98
7.5,45,9.45,2.37,2779,3.24,32.21,82.61,93.87
13.73,9,1.74,4.32,3335,8.6,26.88,89.9,81.44
2.62,49,9.27,3.72,384,9.4,30.56,68.89,27.51
8.74,48,5.18,4.46,1327,2.96,10.64,95.95,65.91
12.38,8,9.53,2.87,3373,5.52,28.18,96.8,26.54
8.64,38,6.43,2.05,2798,4.61,23.68,85.57,18.97
14.16,36,5.89,1.48,1444,2.27,25.01,69.52,46.7
5.91,40,2.34,3.7,2398,2.8,24.59,71.41,32.97
13.99,1,7.58,1.85,3446,1.22,18.28,95.84,66.6
4.21,24,6.69,3.26,4505,4.65,8.37,68.29,48.96
12.25,33,6.77,3.64,4650,6.34,24.14,76.89,99.68
9.43,16,8.31,4.11,3557,6.87,18.91,77.78,18.7
4.14,22,7.32,4.08,3552,4.32,32.46,85.91,76.55
12.47,44,9.26,1.45,3152,5.98,24.0,86.5,69.98
7.76,31,3.34,1.85,646,7.77,18.92,72.66,73.77
14.62,37,7.46,4.05,1952,8.04,32.76,77.36,78.59
6.03,8,8.25,2.26,425,4.37,26.89,78.45,87.98
2.94,20,8.55,1.7,928,5.95,27.33,87.29,29.64
8.03,1,2.41,2.94,1359,7.77,9.29,73.78,45.87
3.97,33,2.71,2.84,279,3.36,25.82,94.19,20.86
9.77,14,4.18,3.7,1842,9.04,36.08,94.05,98.25
6.49,46,4.43,5.0,3486,4.95,18.14,76.31,95.73
9.23,31,2.39,4.48,1885,9.15,12.6,91.06,66.86
2.39,33,3.64,3.43,4001,9.63,35.01,86.34,10.49
6.4,26,2.94,4.26,3551,5.48,36.05,68.4,37.81
6.92,43,4.72,1.4,4999,9.29,8.07,90.22,26.06
10.54,19,7.31,2.96,1940,8.59,9.44,74.47,20.32
5.41,32,6.85,1.65,3446,7.33,11.47,88.14,51.52
10.1,27,9.46,1.53,4546,7.82,35.82,84.12,82.39
7.91,21,9.08,2.71,4278,4.52,28.1,89.52,21.65
4.1,36,4.79,4.86,1162,5.46,9.37,77.45,59.26
2.27,27,2.81,4.83,3715,9.55,23.22,73.29,31.65
